Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
5,C LM,SHRIMPLIN,3003,80.43,0.893,9.3,9.055,4.3,2,0.5
5,C LM,SHRIMPLIN,3003.5,65.06,0.898,8.4,8.13,4.5,2,0.49
5,C LM,SHRIMPLIN,3004,49.86,0.91,7.6,7.585,4.8,2,0.48
5,C LM,SHRIMPLIN,3004.5,51.04,0.925,7.3,7.795,5.1,2,0.471
5,C LM,SHRIMPLIN,3005,52.63,0.942,7.6,7.84,5,2,0.461
5,C LM,SHRIMPLIN,3005.5,56.88,0.975,7.8,8.3,4.9,2,0.441
5,C LM,SHRIMPLIN,3006,60.61,0.982,7.8,8.335,4.9,2,0.431
5,C LM,SHRIMPLIN,3006.5,57.36,0.985,7.6,8.07,4.7,2,0.422
5,C LM,SHRIMPLIN,3007,53.58,0.986,7.2,8.13,4.6,2,0.412
5,C LM,SHRIMPLIN,3007.5,52.02,0.986,7.1,8.165,4.7,2,0.402
5,C LM,SHRIMPLIN,3008,53.66,0.986,7.4,8.46,4.8,2,0.392
5,C LM,SHRIMPLIN,3008.5,55.22,0.985,7.7,8.54,4.8,2,0.382
5,C LM,SHRIMPLIN,3009,50.16,0.982,7.2,8.38,4.7,2,0.373
5,C LM,SHRIMPLIN,3009.5,55.6,0.971,7.1,8.295,4.5,2,0.363
5,C LM,SHRIMPLIN,3010,53.77,0.955,6.8,8.035,4.5,2,0.353
5,C LM,SHRIMPLIN,3010.5,50.23,0.937,7.1,8.86,4.6,2,0.343
5,C LM,SHRIMPLIN,3011,63.43,0.915,7.1,9.95,5,2,0.333
5,C LM,SHRIMPLIN,3011.5,61.93,0.889,8,11.39,5.2,2,0.324
5,C LM,SHRIMPLIN,3012,68.62,0.863,8.1,12.28,5.1,2,0.314
5,C LM,SHRIMPLIN,3012.5,74.18,0.836,8.2,12.17,4.8,2,0.304
4,C LM,SHRIMPLIN,3013,73.86,0.816,8,12.37,4.7,2,0.294
4,C LM,SHRIMPLIN,3013.5,71.51,0.798,8.9,12.94,4.6,2,0.284
4,C LM,SHRIMPLIN,3014,79.77,0.782,10,14.235,4.4,2,0.275
4,C LM,SHRIMPLIN,3014.5,80.9,0.776,11,14.86,4.3,2,0.265
4,C LM,SHRIMPLIN,3015,96.85,0.775,9.4,13.74,4.3,2,0.255
4,C LM,SHRIMPLIN,3015.5,92.76,0.771,7.8,11.48,4.4,2,0.245
3,A1 SH,ALEXANDER D,2887.5,88.71,0.612,6.7,10.605,,1,1
3,A1 SH,ALEXANDER D,2888,92.71,0.583,11,12.515,,1,0.974
3,A1 SH,ALEXANDER D,2888.5,94.54,0.579,12,13.41,,1,0.949
3,A1 SH,ALEXANDER D,2889,95.31,0.579,11.5,13.75,,1,0.923
3,A1 SH,ALEXANDER D,2889.5,93.79,0.572,10.3,13.405,,1,0.897
3,A1 SH,ALEXANDER D,2890,86,0.547,9.7,12.92,,1,0.872
3,A1 SH,ALEXANDER D,2890.5,83.66,0.531,9.9,12.75,,1,0.846
2,A1 SH,ALEXANDER D,2891,84.96,0.516,10,12.71,,1,0.821
2,A1 SH,ALEXANDER D,2891.5,88.93,0.515,9.4,13.51,,1,0.795
3,A1 SH,ALEXANDER D,2892,91.35,0.521,7.4,15.33,,1,0.769
3,A1 SH,ALEXANDER D,2892.5,92.43,0.521,7.4,16.65,,1,0.744
3,A1 SH,ALEXANDER D,2893,92.39,0.526,7.6,16.89,,1,0.718
2,A1 SH,ALEXANDER D,2893.5,91.94,0.526,4.6,16.31,,1,0.692
2,A1 SH,ALEXANDER D,2894,88.21,0.525,2.9,15.33,,1,0.667
2,A1 SH,ALEXANDER D,2894.5,83.2,0.524,1.9,14.215,,1,0.641
2,A1 SH,ALEXANDER D,2895,78.23,0.513,3,13.495,,1,0.615
2,A1 SH,ALEXANDER D,2895.5,74.22,0.5,5,11.365,,1,0.59
2,A1 SH,ALEXANDER D,2896,72.36,0.48,6.6,10.045,,1,0.564
2,A1 SH,ALEXANDER D,2896.5,72.84,0.465,7.2,9.62,,1,0.538
2,A1 SH,ALEXANDER D,2897,74.19,0.455,8,9.64,,1,0.513
2,A1 SH,ALEXANDER D,2897.5,76.62,0.449,8.8,10.5,,1,0.487
2,A1 SH,ALEXANDER D,2898,81.29,0.449,9.2,12.785,,1,0.462
2,A1 SH,ALEXANDER D,2898.5,85.5,0.461,9.9,13.55,,1,0.436
2,A1 SH,ALEXANDER D,2899,88.29,0.476,10.3,13.985,,1,0.41
2,A1 SH,ALEXANDER D,2899.5,91.3,0.484,9.7,13.965,,1,0.385
3,A1 SH,ALEXANDER D,2900,82,0.49,8.3,13.335,,1,0.359
3,A1 SH,ALEXANDER D,2900.5,71.62,0.49,7.5,12.88,,1,0.333
2,A1 SH,ALEXANDER D,2901,67.4,0.483,7.2,12.685,,1,0.308
3,A1 SH,ALEXANDER D,2901.5,65.4,0.476,7.5,12.325,,1,0.282
3,A1 SH,ALEXANDER D,2904,81.89,0.42,16.3,19.14,,1,0.154
3,A1 SH,ALEXANDER D,2904.5,83.53,0.371,14.9,19.16,,1,0.128
2,A1 SH,ALEXANDER D,2905,83.06,0.316,14.8,19.5,,1,0.103
2,A1 SH,ALEXANDER D,2905.5,81.58,0.279,15.7,19.945,,1,0.077
3,A1 SH,ALEXANDER D,2906,77.83,0.272,17.3,19.285,,1,0.051
3,A1 SH,ALEXANDER D,2906.5,65.11,0.279,15.2,17.42,,1,0.026
4,A1 LM,ALEXANDER D,2913,64.21,0.299,7.4,15.785,,2,0.815
4,A1 LM,ALEXANDER D,2913.5,78.65,0.398,8.2,13.805,,2,0.8
4,A1 LM,ALEXANDER D,2914,97.66,0.52,9.7,12.34,,2,0.785
4,A1 LM,ALEXANDER D,2914.5,101.57,0.636,10.1,12.02,,2,0.769
4,A1 LM,ALEXANDER D,2915,102.02,0.679,9.4,11.33,,2,0.754
4,A1 LM,ALEXANDER D,2915.5,100.87,0.658,7.6,10.135,,2,0.738
5,A1 LM,ALEXANDER D,2917.5,61.08,0.641,4.5,10.465,,2,0.677
5,A1 LM,ALEXANDER D,2918,64.32,0.66,6.7,10.575,,2,0.662
5,A1 LM,ALEXANDER D,2924,118.48,0.619,1.8,9.51,,2,0.477
5,A1 LM,ALEXANDER D,2924.5,89.64,0.571,2.4,9.555,,2,0.462
5,A1 LM,ALEXANDER D,2926,27.41,0.483,5,10.62,,2,0.415
5,A1 LM,ALEXANDER D,2932,41.34,0.702,2.8,11.395,,2,0.231
4,A1 LM,ALEXANDER D,2934,65.2,0.774,11.3,11.15,,2,0.169
4,A1 LM,ALEXANDER D,2934.5,72.19,0.803,12.1,11.505,,2,0.154
4,A1 LM,ALEXANDER D,2935,78.39,0.825,11.7,11.98,,2,0.138
4,A1 LM,ALEXANDER D,2935.5,82.48,0.836,9.7,12.595,,2,0.123
4,A1 LM,ALEXANDER D,2936,83.8,0.811,7.6,13.18,,2,0.108
4,A1 LM,ALEXANDER D,2936.5,84.86,0.78,6.8,13.15,,2,0.092
3,B1 SH,ALEXANDER D,2939.5,78.58,0.717,8.4,12.53,,1,1
3,B1 SH,ALEXANDER D,2940,81.81,0.717,8.6,15.21,,1,0.969
3,B1 SH,ALEXANDER D,2940.5,82.02,0.716,4.5,15.43,,1,0.938
2,B1 SH,ALEXANDER D,2941,75.3,0.722,4.9,13.615,,1,0.906
2,B1 SH,ALEXANDER D,2941.5,66.45,0.722,6.8,12.37,,1,0.875
2,B1 SH,ALEXANDER D,2942,63.91,0.722,7.4,11.865,,1,0.844
2,B1 SH,ALEXANDER D,2942.5,64.11,0.721,7.9,11.92,,1,0.813
2,B1 SH,ALEXANDER D,2943,66.41,0.721,9,12.185,,1,0.781
3,B1 SH,ALEXANDER D,2943.5,72.43,0.721,9.9,12.38,,1,0.75
3,B1 SH,ALEXANDER D,2944,75.89,0.714,9.6,12.83,,1,0.719
3,B1 SH,ALEXANDER D,2944.5,79.81,0.708,8.2,13.335,,1,0.688
3,B1 SH,ALEXANDER D,2945,81.22,0.702,7.2,12.765,,1,0.656
3,B1 SH,ALEXANDER D,2945.5,80.73,0.689,7.2,12.065,,1,0.625
3,B1 SH,ALEXANDER D,2946,80.21,0.679,7.3,11.605,,1,0.594
2,B1 SH,ALEXANDER D,2946.5,79.31,0.667,7.5,11.49,,1,0.563
2,B1 SH,ALEXANDER D,2947,77.91,0.655,7.2,11.755,,1,0.531
2,B1 SH,ALEXANDER D,2947.5,75.57,0.641,6.6,11.25,,1,0.5
2,B1 SH,ALEXANDER D,2948,72.63,0.625,5.8,10.46,,1,0.469
2,B1 SH,ALEXANDER D,2948.5,69.14,0.607,5.6,10.285,,1,0.438
2,B1 SH,ALEXANDER D,2949,65.21,0.589,4.7,10.23,,1,0.406
2,B1 SH,ALEXANDER D,2949.5,60.86,0.571,4,10.185,,1,0.375
2,B1 SH,ALEXANDER D,2950,57.85,0.551,4.7,9.525,,1,0.344
2,B1 SH,ALEXANDER D,2950.5,59.87,0.531,5,9.17,,1,0.313
2,B1 SH,ALEXANDER D,2951,63.55,0.512,7.2,9.93,,1,0.281
2,B1 SH,ALEXANDER D,2951.5,69.27,0.496,8.1,11.3,,1,0.25
2,B1 SH,ALEXANDER D,2952,79.55,0.473,8.2,13.005,,1,0.219
2,B1 SH,ALEXANDER D,2952.5,84.75,0.447,10.1,13.945,,1,0.188
2,B1 SH,ALEXANDER D,2953,86.1,0.438,11.6,14.59,,1,0.156
2,B1 SH,ALEXANDER D,2953.5,87.01,0.464,12.1,15.205,,1,0.125
3,B1 SH,ALEXANDER D,2954,87.46,0.614,6.2,18.555,,1,0.094
3,B1 SH,ALEXANDER D,2954.5,85.24,0.667,6.9,19.51,,1,0.063
3,B1 SH,ALEXANDER D,2955,78.97,0.721,8.5,20.405,,1,0.031
2,B1 SH,ALEXANDER D,2955.5,78.97,0.721,8.5,20.405,,1,0.031
5,B1 LM,ALEXANDER D,2961.5,36.65,0.834,5.8,7.665,,2,0.476
5,B1 LM,ALEXANDER D,2962,38.96,0.894,6.6,7.855,,2,0.429
5,B1 LM,ALEXANDER D,2962.5,38.94,0.947,6.9,7.745,,2,0.381
4,B1 LM,ALEXANDER D,2966,71.82,0.716,4.5,5.065,,2,0.048
3,B2 SH,ALEXANDER D,2966.5,81.13,0.697,7,7.925,,1,1
3,B2 SH,ALEXANDER D,2967,88.32,0.68,9.6,11.79,,1,0.957
3,B2 SH,ALEXANDER D,2967.5,90.49,0.663,7.7,13.675,,1,0.913
3,B2 SH,ALEXANDER D,2968,90.26,0.638,7,14.01,,1,0.87
3,B2 SH,ALEXANDER D,2968.5,89.38,0.61,6.9,13.45,,1,0.826
3,B2 SH,ALEXANDER D,2969,88.92,0.561,8.6,12.73,,1,0.783
3,B2 SH,ALEXANDER D,2969.5,89.37,0.5,9.8,12.52,,1,0.739
3,B2 SH,ALEXANDER D,2970,92.6,0.418,9.4,13.625,,1,0.696
3,B2 SH,ALEXANDER D,2970.5,101.17,0.384,10.2,14.655,,1,0.652
3,B2 SH,ALEXANDER D,2971,110.95,0.352,12.7,16.07,,1,0.609
3,B2 SH,ALEXANDER D,2971.5,112.65,0.344,16.5,18.115,,1,0.565
3,B2 SH,ALEXANDER D,2972,113.04,0.378,15.5,19.145,,1,0.522
3,B2 SH,ALEXANDER D,2972.5,112.5,0.413,8.1,22.875,,1,0.478
3,B2 SH,ALEXANDER D,2973,109.7,0.449,6.5,22.745,,1,0.435
3,B2 SH,ALEXANDER D,2973.5,105.04,0.473,6.4,22.595,,1,0.391
3,B2 SH,ALEXANDER D,2974,98.57,0.497,6.3,22.305,,1,0.348
3,B2 SH,ALEXANDER D,2974.5,88.41,0.509,5.3,18.38,,1,0.304
2,B2 SH,ALEXANDER D,2975,81.26,0.519,4,15.185,,1,0.261
2,B2 SH,ALEXANDER D,2975.5,77.18,0.521,2.7,14.155,,1,0.217
2,B2 SH,ALEXANDER D,2976,73.22,0.524,0.1,13.19,,1,0.174
2,B2 SH,ALEXANDER D,2976.5,69.67,0.56,-4.4,15.205,,1,0.13
3,B2 SH,ALEXANDER D,2977,64.08,0.618,-4.7,20.42,,1,0.087
3,B2 SH,ALEXANDER D,2977.5,58.49,0.679,-1.4,20.12,,1,0.043
5,B2 LM,ALEXANDER D,2978,37.39,0.728,1.4,11.565,,2,1
5,B2 LM,ALEXANDER D,2978.5,15.38,0.759,1.2,11.245,,2,0.95
3,B3 SH,ALEXANDER D,2988,94.42,0.33,8.8,18.165,,1,1
3,B3 SH,ALEXANDER D,2988.5,100.7,0.31,5.9,23.165,,1,0.963
3,B3 SH,ALEXANDER D,2989,103.11,0.292,7.3,22.76,,1,0.926
3,B3 SH,ALEXANDER D,2989.5,104.14,0.312,6.4,21.565,,1,0.889
3,B3 SH,ALEXANDER D,2990,102.97,0.324,5,20.26,,1,0.852
3,B3 SH,ALEXANDER D,2990.5,99,0.346,4.1,19.565,,1,0.815
3,B3 SH,ALEXANDER D,2991,96.66,0.369,3.5,19.015,,1,0.778
3,B3 SH,ALEXANDER D,2991.5,94.79,0.393,9.2,15.415,,1,0.741
2,B3 SH,ALEXANDER D,2992,82.52,0.428,7.9,15.64,,1,0.704
2,B3 SH,ALEXANDER D,2992.5,77.61,0.456,2.6,13.58,,1,0.667
2,B3 SH,ALEXANDER D,2993,75.55,0.494,2.7,12,,1,0.63
2,B3 SH,ALEXANDER D,2993.5,74.77,0.537,3.5,11.51,,1,0.593
2,B3 SH,ALEXANDER D,2994,76.3,0.569,5.2,12.03,,1,0.556
2,B3 SH,ALEXANDER D,2994.5,79.38,0.606,4.8,13.775,,1,0.519
2,B3 SH,ALEXANDER D,2995,80.76,0.638,4.4,14.53,,1,0.481
2,B3 SH,ALEXANDER D,2995.5,80.75,0.655,4.2,13.82,,1,0.444
2,B3 SH,ALEXANDER D,2996,78.97,0.67,4,11.185,,1,0.407
2,B3 SH,ALEXANDER D,2996.5,74.62,0.661,4.2,10.615,,1,0.37
2,B3 SH,ALEXANDER D,2997,72.21,0.643,3.7,10.69,,1,0.333
2,B3 SH,ALEXANDER D,2997.5,72.65,0.624,2.6,11.085,,1,0.296
2,B3 SH,ALEXANDER D,2998,78.02,0.604,2.9,11.185,,1,0.259
2,B3 SH,ALEXANDER D,2998.5,83.45,0.589,5.3,11.95,,1,0.222
2,B3 SH,ALEXANDER D,2999,84.37,0.571,7.1,12.69,,1,0.185
2,B3 SH,ALEXANDER D,2999.5,76.3,0.563,8.1,12.975,,1,0.148
3,B3 SH,ALEXANDER D,3000,67.17,0.616,9,13.23,,1,0.111
3,B3 SH,ALEXANDER D,3000.5,58.04,0.69,9.3,12.135,,1,0.074
3,B3 SH,ALEXANDER D,3001,47.67,0.749,8.3,9.755,,1,0.037
3,B3 SH,ALEXANDER D,3001.5,36.2,0.787,5,8.545,,1,0
2,B4 SH,ALEXANDER D,3003.5,38.89,0.784,5.1,8.17,,1,1
2,B4 SH,ALEXANDER D,3004,50.61,0.766,5.6,7.995,,1,0.958
2,B4 SH,ALEXANDER D,3004.5,59.35,0.747,5.1,8.205,,1,0.917
2,B4 SH,ALEXANDER D,3005,64.74,0.728,4.5,8.505,,1,0.875
2,B4 SH,ALEXANDER D,3005.5,71.24,0.707,4,8.925,,1,0.833
2,B4 SH,ALEXANDER D,3006,72.62,0.685,4.3,9.675,,1,0.792
2,B4 SH,ALEXANDER D,3006.5,77.63,0.661,4.8,10.675,,1,0.75
2,B4 SH,ALEXANDER D,3007,84.78,0.617,4.8,11.425,,1,0.708
2,B4 SH,ALEXANDER D,3007.5,88.14,0.589,5,11.935,,1,0.667
2,B4 SH,ALEXANDER D,3008,89.78,0.554,5.3,12.21,,1,0.625
2,B4 SH,ALEXANDER D,3008.5,86.7,0.52,4.8,11.29,,1,0.583
2,B4 SH,ALEXANDER D,3009,78.2,0.493,4.9,10.755,,1,0.542
2,B4 SH,ALEXANDER D,3009.5,73.68,0.47,4.4,10.79,,1,0.5
2,B4 SH,ALEXANDER D,3010,72.57,0.456,3.7,11.08,,1,0.458
2,B4 SH,ALEXANDER D,3010.5,77.21,0.444,3.5,11.495,,1,0.417
2,B4 SH,ALEXANDER D,3011,81.84,0.444,3.6,11.985,,1,0.375
2,B4 SH,ALEXANDER D,3011.5,83.79,0.438,4,12.38,,1,0.333
2,B4 SH,ALEXANDER D,3012,84.57,0.438,4.3,12.78,,1,0.292
2,B4 SH,ALEXANDER D,3012.5,85.68,0.431,4.4,13.26,,1,0.25
2,B4 SH,ALEXANDER D,3013,86.46,0.431,5.2,14.46,,1,0.208
2,B4 SH,ALEXANDER D,3013.5,86.45,0.431,7,16.615,,1,0.167
2,B4 SH,ALEXANDER D,3014,85.52,0.431,9.1,17.94,,1,0.125
2,B4 SH,ALEXANDER D,3014.5,65.56,0.441,9.3,18.225,,1,0.083
2,B4 SH,ALEXANDER D,3015,43.49,0.549,6.3,17.055,,1,0.042
3,B5 SH,ALEXANDER D,3018.5,83.21,0.594,14.4,19.345,,1,1
3,B5 SH,ALEXANDER D,3019,91.02,0.494,13.3,21.48,,1,0.875
3,B5 SH,ALEXANDER D,3019.5,95.68,0.378,9.7,22.44,,1,0.75
3,B5 SH,ALEXANDER D,3020,98.58,0.356,9.4,23.4,,1,0.625
3,B5 SH,ALEXANDER D,3020.5,97.21,0.33,11.6,24.03,,1,0.5
3,B5 SH,ALEXANDER D,3021,94.91,0.318,12.9,23.59,,1,0.375
3,B5 SH,ALEXANDER D,3021.5,90.57,0.312,12.3,23.56,,1,0.25
3,B5 SH,ALEXANDER D,3022,81.18,0.324,11.1,23.74,,1,0.125
5,B5 LM,ALEXANDER D,3035.5,58.75,0.519,3.8,10.71,,2,0.133
3,C SH,ALEXANDER D,3037.5,99.93,0.377,13,19.93,,1,1
3,C SH,ALEXANDER D,3038,107.9,0.35,10.7,23.79,,1,0.981
3,C SH,ALEXANDER D,3038.5,109.79,0.338,10.3,24.205,,1,0.962
3,C SH,ALEXANDER D,3039,107.46,0.338,8.9,23.415,,1,0.943
3,C SH,ALEXANDER D,3039.5,104.2,0.364,8.8,21.355,,1,0.925
3,C SH,ALEXANDER D,3040,100.89,0.403,8.5,19.2,,1,0.906
3,C SH,ALEXANDER D,3040.5,96.81,0.436,9.1,18.54,,1,0.887
3,C SH,ALEXANDER D,3041,93.52,0.45,10.1,18.555,,1,0.868
3,C SH,ALEXANDER D,3041.5,91.17,0.464,9.5,19.16,,1,0.849
3,C SH,ALEXANDER D,3042,91.16,0.48,7,20.555,,1,0.83
3,C SH,ALEXANDER D,3042.5,91.16,0.498,7,20.82,,1,0.811
3,C SH,ALEXANDER D,3043,90.22,0.511,9.2,20.195,,1,0.792
3,C SH,ALEXANDER D,3043.5,88.76,0.513,11.7,19.065,,1,0.774
3,C SH,ALEXANDER D,3044,87.23,0.525,10.5,18.955,,1,0.755
3,C SH,ALEXANDER D,3044.5,86.48,0.528,7.5,19.295,,1,0.736
2,C SH,ALEXANDER D,3045,86.01,0.528,4.6,19.375,,1,0.717
2,C SH,ALEXANDER D,3045.5,86.01,0.522,5.6,17.82,,1,0.698
2,C SH,ALEXANDER D,3046,86,0.516,8.9,15.975,,1,0.679
2,C SH,ALEXANDER D,3046.5,87.85,0.516,12,14.545,,1,0.66
2,C SH,ALEXANDER D,3047,90.4,0.522,13,14.125,,1,0.642
2,C SH,ALEXANDER D,3047.5,92.34,0.56,13.1,13.93,,1,0.623
2,C SH,ALEXANDER D,3048,93.96,0.592,12.6,13.6,,1,0.604
2,C SH,ALEXANDER D,3048.5,94.35,0.607,11.9,13.58,,1,0.585
2,C SH,ALEXANDER D,3049,93.85,0.607,11,13.95,,1,0.566
2,C SH,ALEXANDER D,3049.5,92.45,0.607,9.3,14.73,,1,0.547
2,C SH,ALEXANDER D,3050,91.43,0.613,10,14.335,,1,0.528
2,C SH,ALEXANDER D,3050.5,90.38,0.603,10.8,13.985,,1,0.509
2,C SH,ALEXANDER D,3051,91.31,0.592,11.9,14.05,,1,0.491
2,C SH,ALEXANDER D,3051.5,94.47,0.582,12.7,14.2,,1,0.472
2,C SH,ALEXANDER D,3052,95.67,0.575,13.6,14.39,,1,0.453
2,C SH,ALEXANDER D,3052.5,95.66,0.584,13.7,14.61,,1,0.434
2,C SH,ALEXANDER D,3053,94.72,0.593,13.2,14.95,,1,0.415
2,C SH,ALEXANDER D,3053.5,93.76,0.588,11.4,14.8,,1,0.396
2,C SH,ALEXANDER D,3054,91.57,0.581,10.6,14.75,,1,0.377
2,C SH,ALEXANDER D,3054.5,88.82,0.581,11.3,13.885,,1,0.358
2,C SH,ALEXANDER D,3055,88.2,0.575,11.2,13.455,,1,0.34
2,C SH,ALEXANDER D,3055.5,89.12,0.568,11.1,13.295,,1,0.321
2,C SH,ALEXANDER D,3056,89.11,0.562,11.4,13.205,,1,0.302
2,C SH,ALEXANDER D,3056.5,89.68,0.559,11.8,14.08,,1,0.283
2,C SH,ALEXANDER D,3057,95.2,0.553,9.3,15.595,,1,0.264
2,C SH,ALEXANDER D,3057.5,100.38,0.533,7,16.775,,1,0.245
2,C SH,ALEXANDER D,3058,100.69,0.502,5.6,17.655,,1,0.226
2,C SH,ALEXANDER D,3058.5,101.17,0.48,9.3,17.035,,1,0.208
2,C SH,ALEXANDER D,3059,105.79,0.45,13.6,17.85,,1,0.189
3,C SH,ALEXANDER D,3059.5,110.42,0.431,14.7,18.84,,1,0.17
3,C SH,ALEXANDER D,3060,115.02,0.408,15.2,19.66,,1,0.151
3,C SH,ALEXANDER D,3060.5,118.87,0.394,12.1,20.855,,1,0.132
3,C SH,ALEXANDER D,3061,120.98,0.389,8,20.965,,1,0.113
3,C SH,ALEXANDER D,3061.5,120.17,0.382,8.7,19.085,,1,0.075
3,C SH,ALEXANDER D,3062,118.88,0.384,10.7,19.515,,1,0.057
3,C SH,ALEXANDER D,3062.5,117.37,0.407,9.4,20.135,,1,0.038
3,C SH,ALEXANDER D,3063,112.94,0.438,7.4,21.47,,1,0.019
5,C LM,ALEXANDER D,3063.5,104.72,0.468,5.8,22.55,,2,1
5,C LM,ALEXANDER D,3069,33.2,0.86,2.1,8.725,,2,0.905
5,C LM,ALEXANDER D,3080,55.8,0.919,5.5,7.825,,2,0.724
5,C LM,ALEXANDER D,3080.5,53.94,0.919,4.5,8.11,,2,0.716
5,C LM,ALEXANDER D,3081,51.81,0.919,3.3,8.435,,2,0.707
5,C LM,ALEXANDER D,3081.5,49.4,0.913,3,8.51,,2,0.698
5,C LM,ALEXANDER D,3082,47.78,0.913,3.3,8.385,,2,0.69
5,C LM,ALEXANDER D,3082.5,46.95,0.906,4.6,8.06,,2,0.681
5,C LM,ALEXANDER D,3083,47.4,0.906,5.2,8.07,,2,0.672
5,C LM,ALEXANDER D,3083.5,48.32,0.9,5.4,8.265,,2,0.664
5,C LM,ALEXANDER D,3084,49.07,0.897,4.3,9,,2,0.655
5,C LM,ALEXANDER D,3084.5,50.13,0.897,2.5,9.66,,2,0.647
5,C LM,ALEXANDER D,3091,115.09,0.816,10.7,9.59,,2,0.534
5,C LM,ALEXANDER D,3091.5,128.3,0.792,10.1,9.835,,2,0.526
4,C LM,ALEXANDER D,3092,128.3,0.792,10.1,9.835,,2,0.526
4,C LM,ALEXANDER D,3092.5,141.19,0.781,7,10.78,,2,0.517
4,C LM,ALEXANDER D,3093,168.43,0.781,2.2,12.9,,2,0.509
4,C LM,ALEXANDER D,3093.5,159.61,0.781,1.3,13.73,,2,0.5
4,C LM,ALEXANDER D,3094,146.35,0.78,2.4,13.675,,2,0.491
4,C LM,ALEXANDER D,3094.5,137.77,0.78,3.2,13.37,,2,0.483
4,C LM,ALEXANDER D,3095,110.36,0.78,3.9,13.145,,2,0.474
4,C LM,ALEXANDER D,3095.5,93.18,0.78,4.7,13,,2,0.466
4,C LM,ALEXANDER D,3096,78.74,0.778,5.3,12.895,,2,0.457
4,C LM,ALEXANDER D,3096.5,71.43,0.766,5.2,12.635,,2,0.448
4,C LM,ALEXANDER D,3097,69.7,0.754,4.4,12.68,,2,0.44
4,C LM,ALEXANDER D,3097.5,69.01,0.736,4.2,13.25,,2,0.431
4,C LM,ALEXANDER D,3098,68.54,0.719,4.8,13.905,,2,0.422
4,C LM,ALEXANDER D,3098.5,68.53,0.7,6,14.32,,2,0.414
4,C LM,ALEXANDER D,3099,69,0.694,6.6,14.4,,2,0.405
4,C LM,ALEXANDER D,3099.5,69.27,0.687,6.8,14.28,,2,0.397
4,C LM,ALEXANDER D,3100,69.91,0.68,6.7,14.21,,2,0.388
4,C LM,ALEXANDER D,3100.5,70.99,0.678,6.7,14.48,,2,0.379
4,C LM,ALEXANDER D,3101,71.95,0.674,7,15.205,,2,0.371
4,C LM,ALEXANDER D,3101.5,73.74,0.672,7.1,15.8,,2,0.362
4,C LM,ALEXANDER D,3102,77.33,0.668,6.9,15.985,,2,0.353
4,C LM,ALEXANDER D,3102.5,82.89,0.667,7.1,15.925,,2,0.345
4,C LM,ALEXANDER D,3103,91.25,0.667,7.3,15.86,,2,0.336
4,C LM,ALEXANDER D,3103.5,96.66,0.663,7.9,16.08,,2,0.328
4,C LM,ALEXANDER D,3104,99.78,0.668,8.5,16.695,,2,0.319
4,C LM,ALEXANDER D,3104.5,100.52,0.698,10,16.165,,2,0.31
4,C LM,ALEXANDER D,3105,100.52,0.697,10.3,16.085,,2,0.302
4,C LM,ALEXANDER D,3105.5,99.28,0.697,8.1,15.16,,2,0.293
4,C LM,ALEXANDER D,3106,96.61,0.697,5.5,14.04,,2,0.284
4,C LM,ALEXANDER D,3106.5,87.87,0.696,3.2,13.055,,2,0.276
4,C LM,ALEXANDER D,3109,90.7,0.625,15.2,14.45,,2,0.233
2,C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,,1,0.224
2,C LM,ALEXANDER D,3110,105.12,0.489,18.2,16.625,,1,0.216
2,C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,,1,0.207
2,C LM,ALEXANDER D,3111,103.88,0.393,14.7,18.785,,1,0.198
2,C LM,ALEXANDER D,3111.5,97.63,0.356,11.6,18.98,,1,0.19
2,A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1
2,A1 SH,SHANKLE,2775,97.57,0.631,7.9,16.745,3.2,1,0.984
2,A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968
2,A1 SH,SHANKLE,2776,85.92,0.597,13,13.385,3.4,1,0.952
2,A1 SH,SHANKLE,2776.5,83.16,0.592,12.3,13.345,3.4,1,0.935
2,A1 SH,SHANKLE,2777,82.56,0.599,12.9,13.105,3.5,1,0.919
2,A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14,3.3,1,0.903
2,A1 SH,SHANKLE,2778,84.26,0.62,12.8,13.685,3.3,1,0.887
2,A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871
2,A1 SH,SHANKLE,2779,80.95,0.629,13,13.975,3.2,1,0.855
2,A1 SH,SHANKLE,2779.5,79.07,0.629,13,14.235,3.2,1,0.839
2,A1 SH,SHANKLE,2780,75.31,0.626,11.4,13.17,3.2,1,0.823
2,A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3,1,0.806
2,A1 SH,SHANKLE,2781,69.16,0.626,9,11.805,3,1,0.79
2,A1 SH,SHANKLE,2781.5,69.03,0.624,10,11.72,3.2,1,0.774
2,A1 SH,SHANKLE,2782,64.95,0.622,10.1,11.75,3.4,1,0.758
2,A1 SH,SHANKLE,2782.5,78.95,0.607,12,12.155,3.4,1,0.742
2,A1 SH,SHANKLE,2783,82.36,0.58,11.7,12.955,3.2,1,0.726
